"Date","Price","Open","High","Low","Change %"
"07/19/2013","7.978","7.978","7.978","7.978","0.64%"
"07/18/2013","7.927","7.927","7.927","7.927","-0.78%"
"07/17/2013","7.989","7.989","7.989","7.989","0.14%"
"07/16/2013","7.978","7.978","7.978","7.978","-0.91%"
"07/15/2013","8.051","8.051","8.051","8.051","1.76%"
"07/12/2013","7.912","7.912","7.912","7.912","1.54%"
"07/11/2013","7.792","7.792","7.792","7.792","-1.54%"
"07/10/2013","7.914","7.914","7.914","7.914","-0.14%"
"07/09/2013","7.925","7.925","7.925","7.925","1.51%"
"07/08/2013","7.807","7.807","7.807","7.807","0.74%"
"07/05/2013","7.750","7.750","7.750","7.750","0.05%"
"07/04/2013","7.746","7.746","7.746","7.746","0.12%"
"07/03/2013","7.737","7.737","7.737","7.737","-0.44%"
"07/02/2013","7.771","7.771","7.771","7.771","0.17%"
"07/01/2013","7.758","7.758","7.758","7.758","-0.74%"
"06/28/2013","7.816","7.816","7.816","7.816","0.60%"
"06/27/2013","7.769","7.769","7.769","7.769","-0.58%"
"06/26/2013","7.814","7.814","7.814","7.814","-0.09%"
"06/25/2013","7.821","7.821","7.821","7.821","2.12%"
"06/24/2013","7.659","7.659","7.659","7.659","0.71%"
"06/23/2013","7.605","7.605","7.605","7.605","0.00%"
"06/21/2013","7.605","7.605","7.605","7.605","1.09%"
"06/20/2013","7.523","7.523","7.523","7.523","-0.07%"
"06/19/2013","7.528","7.528","7.528","7.528","-0.86%"
"06/18/2013","7.593","7.593","7.593","7.593","1.51%"
"06/17/2013","7.480","7.480","7.480","7.480","-0.74%"
"06/16/2013","7.536","7.536","7.536","7.536","0.00%"
"06/14/2013","7.536","7.536","7.536","7.536","1.45%"
"06/13/2013","7.428","7.428","7.428","7.428","1.07%"
"06/12/2013","7.349","7.349","7.349","7.349","0.27%"
"06/11/2013","7.329","7.329","7.329","7.329","-1.82%"
"06/10/2013","7.465","7.465","7.465","7.465","2.36%"
"06/08/2013","7.293","7.293","7.293","7.293","0.00%"
"06/07/2013","7.293","7.293","7.293","7.293","-0.14%"
"06/06/2013","7.303","7.303","7.303","7.303","-1.43%"
"06/05/2013","7.409","7.409","7.409","7.409","-2.83%"
"06/04/2013","7.625","7.625","7.625","7.625","-0.03%"
"06/03/2013","7.627","7.627","7.627","7.627","-3.64%"
"05/31/2013","7.915","7.915","7.915","7.915","0.06%"
"05/30/2013","7.910","7.910","7.910","7.910","-1.17%"
"05/29/2013","8.004","8.004","8.004","8.004","-0.15%"
"05/28/2013","8.016","8.016","8.016","8.016","-1.41%"
"05/27/2013","8.131","8.131","8.131","8.131","0.00%"
"05/25/2013","8.131","8.131","8.131","8.131","0.00%"
"05/24/2013","8.131","8.131","8.131","8.131","0.00%"
"05/23/2013","8.131","8.131","8.131","8.131","0.20%"
"05/22/2013","8.115","8.115","8.115","8.115","-1.77%"
"05/21/2013","8.261","8.261","8.261","8.261","-0.57%"
"05/20/2013","8.308","8.308","8.308","8.308","-0.30%"
"05/17/2013","8.333","8.333","8.333","8.333","-0.22%"
"05/16/2013","8.351","8.351","8.351","8.351","-0.12%"
"05/15/2013","8.361","8.361","8.361","8.361","-0.01%"
"05/14/2013","8.362","8.362","8.362","8.362","-0.48%"
"05/13/2013","8.402","8.402","8.402","8.402","-0.59%"
"05/10/2013","8.452","8.452","8.452","8.452","-0.76%"
"05/09/2013","8.517","8.517","8.517","8.517","1.16%"
"05/08/2013","8.419","8.419","8.419","8.419","-0.40%"
"05/07/2013","8.453","8.453","8.453","8.453","0.49%"
"05/06/2013","8.412","8.412","8.412","8.412","-1.04%"
"05/03/2013","8.500","8.500","8.500","8.500","1.26%"
"05/02/2013","8.394","8.394","8.394","8.394","-2.78%"
"05/01/2013","8.634","8.634","8.634","8.634","0.00%"
"04/30/2013","8.634","8.634","8.634","8.634","0.00%"
"04/29/2013","8.634","8.634","8.634","8.634","-0.14%"
"04/26/2013","8.646","8.646","8.646","8.646","-1.35%"
"04/25/2013","8.764","8.764","8.764","8.764","0.08%"
"04/24/2013","8.757","8.757","8.757","8.757","-0.30%"
"04/23/2013","8.783","8.783","8.783","8.783","0.25%"
"04/22/2013","8.761","8.761","8.761","8.761","1.18%"
"04/19/2013","8.659","8.659","8.659","8.659","0.00%"
"04/18/2013","8.659","8.659","8.659","8.659","0.24%"
"04/17/2013","8.638","8.638","8.638","8.638","-0.55%"
"04/16/2013","8.686","8.686","8.686","8.686","0.27%"
"04/15/2013","8.663","8.663","8.663","8.663","0.20%"
"04/12/2013","8.646","8.646","8.646","8.646","-0.49%"
"04/11/2013","8.689","8.689","8.689","8.689","0.71%"
"04/10/2013","8.628","8.628","8.628","8.628","0.03%"
"04/09/2013","8.625","8.625","8.625","8.625","-0.84%"
"04/08/2013","8.698","8.698","8.698","8.698","-2.37%"
"04/05/2013","8.909","8.909","8.909","8.909","2.10%"
"04/04/2013","8.726","8.726","8.726","8.726","-0.09%"
"04/03/2013","8.734","8.734","8.734","8.734","0.16%"
"04/02/2013","8.720","8.720","8.720","8.720","0.77%"
"04/01/2013","8.653","8.653","8.653","8.653","2.27%"
"03/29/2013","8.461","8.461","8.461","8.461","-2.14%"
"03/28/2013","8.646","8.646","8.646","8.646","-0.48%"
"03/27/2013","8.688","8.688","8.688","8.688","0.16%"
"03/26/2013","8.674","8.674","8.674","8.674","-1.70%"
"03/25/2013","8.824","8.824","8.824","8.824","0.83%"
"03/22/2013","8.751","8.751","8.751","8.751","-2.04%"
"03/21/2013","8.933","8.933","8.933","8.933","0.09%"
"03/20/2013","8.925","8.925","8.925","8.925","0.13%"
"03/19/2013","8.913","8.913","8.913","8.913","-0.27%"
"03/18/2013","8.937","8.937","8.937","8.937","-0.39%"
"03/17/2013","8.972","8.972","8.972","8.972","0.00%"
"03/15/2013","8.972","8.972","8.972","8.972","0.09%"
"03/14/2013","8.964","8.964","8.964","8.964","-0.27%"
"03/13/2013","8.988","8.988","8.988","8.988","0.09%"
"03/12/2013","8.980","8.980","8.980","8.980","0.10%"
"03/11/2013","8.971","8.971","8.971","8.971","0.28%"
"03/08/2013","8.946","8.946","8.946","8.946","-0.43%"
"03/07/2013","8.985","8.985","8.985","8.985","0.42%"
"03/06/2013","8.947","8.947","8.947","8.947","-0.01%"
"03/05/2013","8.948","8.948","8.948","8.948","-0.06%"
"03/04/2013","8.953","8.953","8.953","8.953","-0.50%"
"03/01/2013","8.998","8.998","8.998","8.998","-0.10%"
"02/28/2013","9.007","9.007","9.007","9.007","-0.28%"
"02/27/2013","9.032","9.032","9.032","9.032","0.26%"
"02/26/2013","9.009","9.009","9.009","9.009","0.40%"
"02/25/2013","8.973","8.973","8.973","8.973","0.22%"
"02/22/2013","8.953","8.953","8.953","8.953","0.06%"
"02/21/2013","8.948","8.948","8.948","8.948","0.27%"
"02/20/2013","8.924","8.924","8.924","8.924","0.37%"
"02/19/2013","8.891","8.891","8.891","8.891","0.00%"
"02/18/2013","8.891","8.891","8.891","8.891","0.06%"
"02/17/2013","8.886","8.886","8.886","8.886","0.00%"
"02/15/2013","8.886","8.886","8.886","8.886","0.00%"
"02/14/2013","8.886","8.886","8.886","8.886","0.00%"
"02/13/2013","8.886","8.886","8.886","8.886","0.00%"
"02/12/2013","8.886","8.886","8.886","8.886","-1.37%"
"02/11/2013","9.009","9.009","9.009","9.009","0.00%"
"02/09/2013","9.009","9.009","9.009","9.009","0.00%"
"02/08/2013","9.009","9.009","9.009","9.009","0.00%"
"02/07/2013","9.009","9.009","9.009","9.009","0.00%"
"02/06/2013","9.009","9.009","9.009","9.009","0.00%"
"02/05/2013","9.009","9.009","9.009","9.009","0.00%"
"02/04/2013","9.009","9.009","9.009","9.009","0.00%"
"02/01/2013","9.009","9.009","9.009","9.009","0.00%"
"01/31/2013","9.009","9.009","9.009","9.009","0.00%"
"01/30/2013","9.009","9.009","9.009","9.009","0.23%"
"01/29/2013","8.988","8.988","8.988","8.988","1.41%"
"01/28/2013","8.863","8.863","8.863","8.863","0.09%"
"01/25/2013","8.855","8.855","8.855","8.855","-0.28%"
"01/24/2013","8.880","8.880","8.880","8.880","-0.19%"
"01/23/2013","8.897","8.897","8.897","8.897","-0.54%"
"01/22/2013","8.945","8.945","8.945","8.945","-1.96%"
"01/21/2013","9.124","9.124","9.124","9.124","0.00%"
"01/18/2013","9.124","9.124","9.124","9.124","0.16%"
"01/17/2013","9.109","9.109","9.109","9.109","-0.08%"
"01/16/2013","9.116","9.116","9.116","9.116","-1.19%"
"01/15/2013","9.226","9.226","9.226","9.226","0.00%"
"01/14/2013","9.226","9.226","9.226","9.226","-1.72%"
"01/13/2013","9.387","9.387","9.387","9.387","0.00%"
"01/11/2013","9.387","9.387","9.387","9.387","-0.50%"
"01/10/2013","9.434","9.434","9.434","9.434","-0.23%"
"01/09/2013","9.456","9.456","9.456","9.456","0.16%"
"01/08/2013","9.441","9.441","9.441","9.441","-0.99%"
"01/07/2013","9.535","9.535","9.535","9.535","0.03%"
"01/04/2013","9.532","9.532","9.532","9.532","-0.54%"
"01/03/2013","9.584","9.584","9.584","9.584","0.29%"
"01/02/2013","9.556","9.556","9.556","9.556","-0.33%"
"01/01/2013","9.588","9.588","9.588","9.588","0.00%"
