"Date","Price","Open","High","Low","Change %"
"08/07/2024","2.119","2.113","2.119","2.113","0.28%"
"08/06/2024","2.113","2.134","2.134","2.113","-1.03%"
"08/05/2024","2.135","2.135","2.135","2.135","0.28%"
"08/02/2024","2.129","2.128","2.129","2.128","0.00%"
"08/01/2024","2.129","2.135","2.135","2.129","0.80%"
"07/31/2024","2.112","2.105","2.112","2.105","0.33%"
"07/30/2024","2.105","2.105","2.105","2.105","-0.38%"
"07/29/2024","2.113","2.113","2.113","2.113","-0.14%"
"07/26/2024","2.116","2.116","2.116","2.116","0.52%"
"07/25/2024","2.105","2.106","2.106","2.105","-0.05%"
"07/24/2024","2.106","2.108","2.108","2.106","-0.09%"
"07/23/2024","2.108","2.110","2.110","2.108","-0.14%"
"07/22/2024","2.111","2.111","2.111","2.111","0.09%"
"07/19/2024","2.109","2.109","2.109","2.109","0.05%"
"07/18/2024","2.108","2.108","2.108","2.108","-0.52%"
"07/17/2024","2.119","2.118","2.119","2.118","0.00%"
"07/16/2024","2.119","2.115","2.119","2.115","0.19%"
"07/15/2024","2.115","2.115","2.115","2.115","-0.14%"
"07/12/2024","2.118","2.124","2.124","2.118","-0.33%"
"07/11/2024","2.125","2.125","2.125","2.125","0.00%"
"07/10/2024","2.125","2.123","2.125","2.123","0.09%"
"07/09/2024","2.123","2.123","2.123","2.123","-0.05%"
"07/08/2024","2.124","2.124","2.124","2.124","0.00%"
"07/05/2024","2.124","2.124","2.124","2.124","-0.05%"
"07/04/2024","2.125","2.121","2.125","2.121","0.19%"
"07/03/2024","2.121","2.127","2.127","2.121","-0.28%"
"07/02/2024","2.127","2.169","2.169","2.127","-1.94%"
"07/01/2024","2.169","2.169","2.169","2.169","2.02%"
"06/28/2024","2.126","2.126","2.126","2.126","-0.14%"
"06/27/2024","2.129","2.124","2.129","2.124","0.24%"
"06/26/2024","2.124","2.104","2.124","2.104","0.95%"
"06/25/2024","2.104","2.124","2.124","2.104","-0.94%"
"06/24/2024","2.124","2.124","2.124","2.124","0.43%"
"06/21/2024","2.115","2.115","2.115","2.115","-0.24%"
"06/20/2024","2.120","2.113","2.120","2.113","0.33%"
"06/19/2024","2.113","2.113","2.113","2.113","-0.52%"
"06/18/2024","2.124","2.114","2.124","2.114","0.47%"
"06/17/2024","2.114","2.114","2.114","2.114","0.00%"
"06/14/2024","2.114","2.143","2.143","2.114","-1.40%"
"06/13/2024","2.144","2.174","2.174","2.144","-1.43%"
"06/12/2024","2.175","2.175","2.175","2.175","-0.05%"
"06/11/2024","2.176","2.159","2.176","2.159","0.74%"
"06/10/2024","2.160","2.160","2.160","2.160","0.00%"
"06/07/2024","2.160","2.171","2.171","2.160","-0.55%"
"06/06/2024","2.172","2.168","2.172","2.168","0.14%"
"06/05/2024","2.169","2.173","2.173","2.169","-0.23%"
"06/04/2024","2.174","2.190","2.190","2.174","-0.73%"
"06/03/2024","2.190","2.190","2.190","2.190","-0.09%"
"05/31/2024","2.192","2.207","2.207","2.192","-0.72%"
"05/30/2024","2.208","2.200","2.208","2.200","0.36%"
"05/29/2024","2.200","2.204","2.204","2.200","-0.18%"
"05/28/2024","2.204","2.222","2.222","2.204","-0.85%"
"05/27/2024","2.223","2.223","2.223","2.223","0.05%"
"05/24/2024","2.222","2.224","2.224","2.222","-0.13%"
"05/23/2024","2.225","2.216","2.225","2.216","0.36%"
"05/22/2024","2.217","2.217","2.217","2.217","1.93%"
"05/21/2024","2.175","2.177","2.177","2.175","-0.09%"
"05/20/2024","2.177","2.177","2.177","2.177","0.00%"
"05/17/2024","2.177","2.183","2.183","2.177","-0.32%"
"05/16/2024","2.184","2.198","2.198","2.184","-0.64%"
"05/15/2024","2.198","2.192","2.198","2.192","0.27%"
"05/14/2024","2.192","2.195","2.195","2.192","-0.14%"
"05/13/2024","2.195","2.195","2.195","2.195","0.41%"
"05/10/2024","2.186","2.190","2.190","2.186","-0.23%"
"05/09/2024","2.191","2.197","2.197","2.191","-0.32%"
"05/08/2024","2.198","2.198","2.198","2.198","0.73%"
"05/07/2024","2.182","2.203","2.203","2.182","-0.95%"
"05/06/2024","2.203","2.203","2.203","2.203","-1.08%"
"05/03/2024","2.227","2.241","2.241","2.227","-0.67%"
"05/02/2024","2.242","2.251","2.251","2.242","2.84%"
"05/01/2024","2.180","2.180","2.180","2.180","0.00%"
"04/30/2024","2.180","2.180","2.180","2.180","0.00%"
"04/29/2024","2.180","2.180","2.180","2.180","-2.24%"
"04/26/2024","2.230","2.228","2.230","2.228","0.00%"
"04/25/2024","2.230","2.265","2.265","2.230","-1.59%"
"04/24/2024","2.266","2.238","2.266","2.238","1.25%"
"04/23/2024","2.238","2.286","2.286","2.238","-2.10%"
"04/22/2024","2.286","2.286","2.286","2.286","0.44%"
"04/19/2024","2.276","2.264","2.276","2.264","2.71%"
"04/18/2024","2.216","2.216","2.216","2.216","-2.21%"
"04/17/2024","2.266","2.264","2.266","2.264","0.00%"
"04/16/2024","2.266","2.245","2.266","2.245","0.94%"
"04/15/2024","2.245","2.245","2.245","2.245","1.26%"
"04/12/2024","2.217","2.140","2.217","2.140","3.55%"
"04/11/2024","2.141","2.095","2.141","2.095","2.20%"
"04/10/2024","2.095","2.145","2.145","2.095","-2.38%"
"04/09/2024","2.146","2.227","2.227","2.146","-3.64%"
"04/08/2024","2.227","2.227","2.227","2.227","1.97%"
"04/05/2024","2.184","2.184","2.184","2.184","-3.62%"
"04/04/2024","2.266","2.273","2.273","2.266","-0.31%"
"04/03/2024","2.273","2.205","2.273","2.205","3.08%"
"04/02/2024","2.205","1.992","2.205","1.992","10.64%"
"04/01/2024","1.993","1.964","1.993","1.964","2.73%"
"03/29/2024","1.940","1.899","1.940","1.899","2.16%"
"03/28/2024","1.899","1.840","1.899","1.840","3.15%"
"03/27/2024","1.841","1.834","1.841","1.834","0.38%"
"03/26/2024","1.834","1.805","1.834","1.805","1.55%"
"03/25/2024","1.806","1.806","1.806","1.806","3.02%"
"03/22/2024","1.753","1.753","1.753","1.753","-0.23%"
"03/21/2024","1.757","1.763","1.763","1.757","-0.40%"
"03/20/2024","1.764","1.760","1.764","1.760","0.17%"
"03/19/2024","1.761","1.762","1.762","1.761","-0.06%"
"03/18/2024","1.762","1.762","1.762","1.762","1.85%"
"03/15/2024","1.730","1.754","1.754","1.730","-1.42%"
"03/14/2024","1.755","1.745","1.755","1.745","0.57%"
"03/13/2024","1.745","1.691","1.745","1.691","3.19%"
"03/12/2024","1.691","1.671","1.691","1.671","1.20%"
"03/11/2024","1.671","1.671","1.671","1.671","0.91%"
"03/08/2024","1.656","1.572","1.656","1.572","5.21%"
"03/07/2024","1.574","1.574","1.574","1.574","4.79%"
"03/06/2024","1.502","1.512","1.512","1.502","-0.66%"
"03/05/2024","1.512","1.505","1.512","1.505","0.47%"
"03/04/2024","1.505","1.505","1.505","1.505","-1.51%"
"03/01/2024","1.528","1.526","1.528","1.526","0.26%"
"02/29/2024","1.524","1.510","1.524","1.510","0.93%"
"02/28/2024","1.510","1.554","1.554","1.510","-2.89%"
"02/27/2024","1.555","1.555","1.555","1.555","-0.06%"
"02/26/2024","1.556","1.556","1.556","1.556","-0.83%"
"02/23/2024","1.569","1.535","1.569","1.535","2.08%"
"02/22/2024","1.537","1.537","1.537","1.537","1.18%"
"02/21/2024","1.519","1.519","1.519","1.519","0.86%"
"02/20/2024","1.506","1.512","1.512","1.506","-0.46%"
"02/19/2024","1.513","1.513","1.513","1.513","0.67%"
"02/16/2024","1.503","1.497","1.522","1.497","-1.25%"
"02/15/2024","1.522","1.497","1.522","1.497","5.22%"
"02/14/2024","1.446","1.446","1.446","1.446","0.00%"
"02/13/2024","1.446","1.446","1.446","1.446","0.00%"
"02/12/2024","1.446","1.446","1.446","1.446","0.00%"
"02/09/2024","1.446","1.446","1.446","1.446","0.00%"
"02/08/2024","1.446","1.446","1.446","1.446","-3.70%"
"02/07/2024","1.502","1.513","1.513","1.502","-0.73%"
"02/06/2024","1.513","1.505","1.513","1.505","0.53%"
"02/05/2024","1.505","1.505","1.505","1.505","0.60%"
"02/02/2024","1.496","1.496","1.496","1.496","-1.06%"
"02/01/2024","1.512","1.476","1.512","1.476","3.77%"
"01/31/2024","1.457","1.457","1.457","1.457","-0.55%"
"01/30/2024","1.465","1.459","1.465","1.459","0.41%"
"01/29/2024","1.459","1.459","1.459","1.459","0.62%"
"01/26/2024","1.450","1.450","1.450","1.450","2.18%"
"01/25/2024","1.419","1.419","1.419","1.419","-1.53%"
"01/24/2024","1.441","1.441","1.441","1.441","-0.21%"
"01/23/2024","1.444","1.469","1.469","1.444","-1.70%"
"01/22/2024","1.469","1.469","1.469","1.469","-0.81%"
"01/19/2024","1.481","1.481","1.481","1.481","1.65%"
"01/18/2024","1.457","1.457","1.457","1.457","-1.82%"
"01/17/2024","1.484","1.484","1.484","1.484","-2.24%"
"01/16/2024","1.518","1.566","1.566","1.518","-3.13%"
"01/15/2024","1.567","1.684","1.684","1.567","-7.00%"
"01/12/2024","1.685","1.610","1.685","1.610","4.59%"
"01/11/2024","1.611","1.699","1.699","1.611","-3.36%"
"01/10/2024","1.667","1.699","1.699","1.667","-1.94%"
"01/09/2024","1.700","1.690","1.700","1.669","1.86%"
"01/08/2024","1.669","1.690","1.690","1.669","-1.30%"
"01/05/2024","1.691","1.711","1.711","1.691","-1.28%"
"01/04/2024","1.713","1.737","1.737","1.713","-1.44%"
"01/03/2024","1.738","1.711","1.738","1.711","1.58%"
"01/02/2024","1.711","1.730","1.730","1.711","2.64%"
"01/01/2024","1.667","1.667","1.667","1.667","-2.91%"
"12/29/2023","1.717","1.717","1.717","1.717","-0.12%"
"12/28/2023","1.719","1.702","1.719","1.702","0.94%"
"12/27/2023","1.703","1.716","1.716","1.703","-0.76%"
"12/26/2023","1.716","1.696","1.716","1.696","1.18%"
"12/25/2023","1.696","1.720","1.720","1.696","-1.40%"
"12/22/2023","1.720","1.729","1.729","1.720","-0.58%"
"12/21/2023","1.730","1.737","1.737","1.730","-0.46%"
"12/20/2023","1.738","1.738","1.738","1.738","0.00%"
"12/19/2023","1.738","1.739","1.739","1.738","-0.06%"
"12/18/2023","1.739","1.739","1.739","1.739","0.00%"
"12/15/2023","1.739","1.739","1.739","1.739","-0.17%"
"12/14/2023","1.742","1.742","1.742","1.672","-3.81%"
"12/13/2023","1.811","1.715","1.811","1.715","5.60%"
"12/12/2023","1.715","1.845","1.845","1.715","-7.05%"
"12/11/2023","1.845","1.845","1.845","1.845","3.54%"
"12/08/2023","1.782","1.782","1.782","1.782","-3.57%"
"12/07/2023","1.848","1.848","1.848","1.848","0.82%"
"12/06/2023","1.833","1.833","1.833","1.833","2.69%"
"12/05/2023","1.785","1.785","1.785","1.785","0.00%"
"12/04/2023","1.785","1.785","1.785","1.785","-9.07%"
"12/01/2023","1.963","1.968","1.968","1.963","0.15%"
"11/30/2023","1.960","1.960","1.960","1.960","-0.20%"
"11/29/2023","1.964","1.964","1.964","1.964","-0.71%"
"11/28/2023","1.978","1.978","1.978","1.978","0.00%"
"11/27/2023","1.978","1.978","1.978","1.978","0.20%"
"11/24/2023","1.974","1.974","1.974","1.974","-0.30%"
"11/23/2023","1.980","1.980","1.980","1.980","-0.40%"
"11/22/2023","1.988","1.988","1.988","1.988","10.44%"
"11/21/2023","1.800","1.800","1.800","1.800","-1.69%"
"11/20/2023","1.831","1.831","1.831","1.831","-9.36%"
"11/17/2023","2.020","2.020","2.020","2.020","-0.83%"
"11/16/2023","2.037","2.037","2.037","2.037","-0.29%"
"11/15/2023","2.043","2.043","2.043","2.043","1.24%"
"11/14/2023","2.018","2.018","2.018","2.018","-1.90%"
"11/13/2023","2.057","2.057","2.057","2.057","-1.48%"
"11/10/2023","2.088","2.088","2.088","2.088","-0.14%"
"11/09/2023","2.091","2.091","2.091","2.091","3.26%"
"11/08/2023","2.025","2.025","2.025","2.025","-0.05%"
"11/07/2023","2.026","2.026","2.026","2.026","-0.25%"
"11/06/2023","2.031","2.031","2.031","2.031","-0.25%"
"11/03/2023","2.036","2.036","2.036","2.036","-0.20%"
"11/02/2023","2.040","2.040","2.040","2.040","-0.10%"
"11/01/2023","2.042","2.016","2.042","2.016","2.82%"
"10/31/2023","1.986","1.986","1.986","1.986","0.10%"
"10/30/2023","1.984","1.984","1.984","1.984","1.64%"
"10/27/2023","1.952","1.952","1.952","1.952","-3.41%"
"10/26/2023","2.021","2.021","2.021","2.021","-0.88%"
"10/25/2023","2.039","2.039","2.039","2.039","0.05%"
"10/24/2023","2.038","2.038","2.038","2.038","-0.24%"
"10/23/2023","2.043","2.043","2.043","2.043","-0.05%"
"10/20/2023","2.044","2.044","2.044","2.044","-0.54%"
"10/19/2023","2.055","2.055","2.055","2.055","0.24%"
"10/18/2023","2.050","2.050","2.050","2.050","2.55%"
"10/17/2023","1.999","1.999","1.999","1.999","-2.01%"
"10/16/2023","2.040","2.040","2.040","2.040","-0.58%"
"10/13/2023","2.052","2.052","2.052","2.052","-0.53%"
"10/12/2023","2.063","2.063","2.063","2.063","-0.05%"
"10/11/2023","2.064","2.064","2.064","2.064","1.47%"
"10/10/2023","2.034","2.034","2.034","2.034","-2.31%"
"10/09/2023","2.082","2.082","2.082","2.082","3.84%"
"10/06/2023","2.005","2.005","2.005","2.005","-1.28%"
"10/05/2023","2.031","2.031","2.031","2.031","-0.44%"
"10/04/2023","2.040","2.040","2.040","2.040","4.24%"
"10/03/2023","1.957","1.957","1.957","1.957","0.10%"
"10/02/2023","1.955","1.955","1.955","1.955","-5.14%"
"09/29/2023","2.061","2.061","2.061","2.061","5.48%"
"09/28/2023","1.954","1.954","1.954","1.954","-0.91%"
"09/27/2023","1.972","1.972","1.972","1.972","-1.30%"
"09/26/2023","1.998","1.998","1.998","1.998","1.27%"
"09/25/2023","1.973","1.973","1.973","1.973","-1.84%"
"09/22/2023","2.010","2.010","2.010","2.010","-0.35%"
"09/21/2023","2.017","2.017","2.017","2.017","-0.64%"
"09/20/2023","2.030","2.030","2.030","2.030","3.73%"
"09/19/2023","1.957","1.957","1.957","1.957","-3.83%"
"09/18/2023","2.035","2.035","2.035","2.035","0.00%"
"09/15/2023","2.035","2.035","2.035","2.035","2.73%"
"09/14/2023","1.981","1.981","1.981","1.981","-0.55%"
"09/13/2023","1.992","1.992","1.992","1.992","-3.02%"
"09/12/2023","2.054","2.054","2.054","2.054","-1.11%"
"09/11/2023","2.077","2.077","2.077","2.077","1.76%"
"09/08/2023","2.041","2.041","2.041","2.041","-0.78%"
"09/07/2023","2.057","2.057","2.057","2.057","-1.44%"
"09/06/2023","2.087","2.087","2.087","2.087","0.48%"
"09/05/2023","2.077","2.077","2.077","2.077","10.30%"
"09/04/2023","1.883","1.883","1.883","1.883","0.00%"
"09/01/2023","1.883","1.883","1.883","1.883","-2.59%"
"08/31/2023","1.933","1.933","1.933","1.933","-5.75%"
"08/30/2023","2.051","2.051","2.051","2.051","0.64%"
"08/29/2023","2.038","2.038","2.038","2.038","0.49%"
"08/28/2023","2.028","2.028","2.028","2.028","0.00%"
"08/25/2023","2.028","2.028","2.028","2.028","2.58%"
"08/24/2023","1.977","1.977","1.977","1.977","-2.61%"
"08/23/2023","2.030","2.030","2.030","2.030","0.00%"
"08/22/2023","2.030","2.030","2.030","2.030","0.05%"
"08/21/2023","2.029","2.029","2.029","2.029","3.68%"
"08/18/2023","1.957","1.957","1.957","1.957","-3.64%"
"08/17/2023","2.031","2.031","2.031","2.031","-0.15%"
"08/16/2023","2.034","2.034","2.034","2.034","0.05%"
"08/15/2023","2.033","2.033","2.033","2.033","0.10%"
"08/14/2023","2.031","2.031","2.031","2.031","5.12%"
"08/11/2023","1.932","1.932","1.932","1.932","-2.47%"
"08/10/2023","1.981","1.981","1.981","1.981","-2.56%"
"08/09/2023","2.033","2.033","2.033","2.033","-0.97%"
"08/08/2023","2.053","2.053","2.053","2.053","-0.05%"
"08/07/2023","2.054","2.054","2.054","2.054","0.10%"
"08/04/2023","2.052","2.052","2.052","2.052","2.50%"
"08/03/2023","2.002","2.002","2.002","2.002","-0.69%"
"08/02/2023","2.016","2.016","2.016","2.016","-2.42%"
"08/01/2023","2.066","2.092","2.092","2.066","-0.77%"
"07/31/2023","2.082","2.082","2.082","2.082","0.00%"
"07/28/2023","2.082","2.082","2.082","2.082","-0.05%"
"07/27/2023","2.083","2.083","2.083","2.083","-1.56%"
"07/26/2023","2.116","2.116","2.116","2.116","-1.03%"
"07/25/2023","2.138","2.138","2.138","2.138","0.00%"
"07/24/2023","2.138","2.138","2.138","2.138","0.00%"
"07/21/2023","2.138","2.138","2.138","2.138","-0.09%"
"07/20/2023","2.140","2.155","2.155","2.140","-0.70%"
"07/19/2023","2.155","2.161","2.161","2.155","-0.28%"
"07/18/2023","2.161","2.160","2.161","2.160","0.05%"
"07/17/2023","2.160","2.183","2.183","2.160","-1.05%"
"07/14/2023","2.183","2.190","2.190","2.183","-0.37%"
"07/13/2023","2.191","2.239","2.239","2.191","-2.14%"
"07/12/2023","2.239","2.278","2.278","2.239","-1.76%"
"07/11/2023","2.279","2.356","2.356","2.279","-3.27%"
"07/10/2023","2.356","2.364","2.364","2.356","-0.34%"
"07/07/2023","2.364","2.338","2.364","2.338","1.07%"
"07/06/2023","2.339","2.353","2.353","2.339","-0.64%"
"07/05/2023","2.354","2.366","2.366","2.354","-0.55%"
"07/04/2023","2.367","2.368","2.368","2.367","-0.04%"
"07/03/2023","2.368","2.364","2.368","2.364","0.38%"
"06/30/2023","2.359","2.357","2.359","2.357","0.08%"
"06/29/2023","2.357","2.356","2.357","2.356","0.04%"
"06/28/2023","2.356","2.356","2.356","2.356","0.00%"
"06/27/2023","2.356","2.357","2.357","2.356","-0.04%"
"06/26/2023","2.357","2.348","2.357","2.348","0.38%"
"06/23/2023","2.348","2.369","2.369","2.348","-0.89%"
"06/22/2023","2.369","2.400","2.400","2.369","-1.29%"
"06/21/2023","2.400","2.326","2.400","2.326","3.18%"
"06/20/2023","2.326","2.435","2.435","2.326","-4.48%"
"06/19/2023","2.435","2.448","2.448","2.435","-0.53%"
"06/16/2023","2.448","2.448","2.448","2.448","-3.13%"
"06/15/2023","2.527","2.550","2.550","2.527","-0.90%"
"06/14/2023","2.550","2.433","2.550","2.433","4.77%"
"06/13/2023","2.434","2.452","2.452","2.434","-0.77%"
"06/12/2023","2.453","2.453","2.453","2.453","0.00%"
"06/09/2023","2.453","2.541","2.541","2.453","-3.50%"
"06/08/2023","2.542","2.541","2.542","2.541","0.04%"
"06/07/2023","2.541","2.543","2.543","2.541","-0.08%"
"06/06/2023","2.543","2.576","2.576","2.543","-1.28%"
"06/05/2023","2.576","2.576","2.576","2.576","0.00%"
"06/02/2023","2.576","2.588","2.588","2.576","-0.54%"
"06/01/2023","2.590","2.593","2.593","2.590","0.39%"
"05/31/2023","2.580","2.734","2.734","2.580","-5.63%"
"05/30/2023","2.734","2.754","2.754","2.734","-0.76%"
"05/29/2023","2.755","2.755","2.755","2.755","0.99%"
"05/26/2023","2.728","2.728","2.728","2.728","1.64%"
"05/25/2023","2.684","2.674","2.684","2.674","0.37%"
"05/24/2023","2.674","2.680","2.680","2.674","-0.26%"
"05/23/2023","2.681","2.610","2.681","2.610","2.72%"
"05/22/2023","2.610","2.610","2.610","2.610","-0.04%"
"05/19/2023","2.611","2.602","2.611","2.602","0.31%"
"05/18/2023","2.603","2.576","2.603","2.495","4.33%"
"05/17/2023","2.495","2.576","2.576","2.495","-3.14%"
"05/16/2023","2.576","2.652","2.652","2.576","-2.87%"
"05/15/2023","2.652","2.611","2.652","2.611","1.57%"
"05/12/2023","2.611","2.723","2.723","2.611","-4.11%"
"05/11/2023","2.723","2.652","2.723","2.652","2.68%"
"05/10/2023","2.652","2.651","2.652","2.651","0.04%"
"05/09/2023","2.651","2.760","2.760","2.651","-3.95%"
"05/08/2023","2.760","2.760","2.760","2.760","0.88%"
"05/05/2023","2.736","2.839","2.839","2.736","-3.63%"
"05/04/2023","2.839","2.799","2.839","2.799","3.54%"
"05/03/2023","2.742","2.742","2.742","2.742","0.00%"
"05/02/2023","2.742","2.743","2.743","2.742","0.00%"
"05/01/2023","2.743","2.743","2.743","2.743","-1.77%"
"04/28/2023","2.792","2.768","2.792","2.768","0.83%"
"04/27/2023","2.769","3.000","3.000","2.769","-7.70%"
"04/26/2023","3.000","3.000","3.000","3.000","0.00%"
"04/25/2023","3.000","3.038","3.038","3.000","-1.25%"
"04/24/2023","3.038","3.038","3.038","3.038","0.16%"
"04/21/2023","3.033","3.036","3.036","3.033","-0.10%"
"04/20/2023","3.036","3.036","3.036","3.036","3.27%"
"04/19/2023","2.940","3.052","3.052","2.940","-3.67%"
"04/18/2023","3.052","3.054","3.054","3.052","-0.07%"
"04/17/2023","3.054","3.015","3.054","3.015","1.29%"
"04/14/2023","3.015","3.049","3.049","3.015","-1.12%"
"04/13/2023","3.049","3.044","3.049","3.044","0.16%"
"04/12/2023","3.044","3.063","3.063","3.044","-0.62%"
"04/11/2023","3.063","3.083","3.083","3.063","-0.65%"
"04/10/2023","3.083","3.083","3.083","3.083","-0.84%"
"04/07/2023","3.109","3.109","3.109","3.109","-0.03%"
"04/06/2023","3.110","3.083","3.110","3.083","0.88%"
"04/05/2023","3.083","3.121","3.121","3.083","-1.22%"
"04/04/2023","3.121","3.104","3.121","3.104","0.55%"
"04/03/2023","3.104","3.104","3.104","3.104","-2.30%"
"03/31/2023","3.177","3.344","3.344","3.177","-4.97%"
"03/30/2023","3.343","3.505","3.505","3.343","-4.62%"
"03/29/2023","3.505","3.554","3.554","3.505","-1.38%"
"03/28/2023","3.554","3.565","3.565","3.554","-0.31%"
"03/27/2023","3.565","3.565","3.565","3.565","-1.95%"
"03/24/2023","3.636","3.646","3.646","3.636","-0.30%"
"03/23/2023","3.647","3.821","3.821","3.647","-4.55%"
"03/22/2023","3.821","3.840","3.840","3.821","-0.49%"
"03/21/2023","3.840","3.863","3.863","3.840","-0.60%"
"03/20/2023","3.863","3.875","3.875","3.863","-0.31%"
"03/17/2023","3.875","3.840","3.875","3.840","0.91%"
"03/16/2023","3.840","3.840","3.840","3.840","-4.29%"
"03/15/2023","4.012","4.012","4.012","4.012","0.00%"
"03/14/2023","4.012","4.012","4.012","4.012","-0.59%"
"03/13/2023","4.036","4.041","4.041","4.036","-1.37%"
"03/10/2023","4.092","4.092","4.092","4.092","0.15%"
"03/09/2023","4.086","4.086","4.086","4.086","-0.12%"
"03/08/2023","4.091","4.091","4.091","4.091","0.44%"
"03/07/2023","4.073","4.073","4.073","4.073","-0.83%"
"03/06/2023","4.107","4.107","4.107","4.107","0.24%"
"03/03/2023","4.097","4.097","4.097","4.097","-0.36%"
"03/02/2023","4.112","4.112","4.112","4.112","0.42%"
"03/01/2023","4.095","4.094","4.095","4.094","0.10%"
"02/28/2023","4.091","4.091","4.091","4.091","0.00%"
"02/27/2023","4.091","4.091","4.091","4.091","-0.20%"
"02/24/2023","4.099","4.099","4.099","4.099","0.17%"
"02/23/2023","4.092","4.092","4.092","4.092","0.44%"
"02/22/2023","4.074","4.074","4.074","4.074","0.82%"
"02/21/2023","4.041","4.041","4.041","4.041","0.22%"
"02/20/2023","4.032","4.032","4.032","4.032","0.15%"
"02/17/2023","4.026","4.026","4.026","4.026","0.00%"
"02/16/2023","4.026","4.026","4.026","4.026","-0.10%"
"02/15/2023","4.030","4.030","4.030","4.030","0.00%"
"02/14/2023","4.030","4.047","4.047","4.030","-0.42%"
"02/13/2023","4.047","4.047","4.047","4.047","0.15%"
"02/10/2023","4.041","4.047","4.047","4.041","-0.15%"
"02/09/2023","4.047","4.064","4.064","4.047","-0.42%"
"02/08/2023","4.064","4.072","4.072","4.064","-0.20%"
"02/07/2023","4.072","4.058","4.072","4.058","0.34%"
"02/06/2023","4.058","4.072","4.072","4.058","-0.34%"
"02/03/2023","4.072","4.115","4.115","4.072","-1.04%"
"02/02/2023","4.115","4.264","4.264","4.115","-3.49%"
"02/01/2023","4.264","4.521","4.521","4.264","-5.62%"
"01/31/2023","4.518","4.587","4.587","4.518","-1.50%"
"01/30/2023","4.587","4.628","4.628","4.587","-0.89%"
"01/27/2023","4.628","4.656","4.656","4.628","0.48%"
"01/26/2023","4.606","4.606","4.606","4.606","0.00%"
"01/25/2023","4.606","4.606","4.606","4.606","0.00%"
"01/24/2023","4.606","4.606","4.606","4.606","0.00%"
"01/23/2023","4.606","4.606","4.606","4.606","0.00%"
"01/20/2023","4.606","4.606","4.606","4.606","-1.10%"
"01/19/2023","4.657","4.657","4.657","4.657","-0.19%"
"01/18/2023","4.666","4.666","4.666","4.666","-1.14%"
"01/17/2023","4.720","4.720","4.720","4.720","-0.17%"
"01/16/2023","4.728","4.728","4.728","4.728","0.00%"
"01/13/2023","4.728","4.728","4.728","4.728","-0.59%"
"01/12/2023","4.756","4.756","4.756","4.756","-1.96%"
"01/11/2023","4.851","4.851","4.851","4.851","-0.16%"
"01/10/2023","4.859","4.859","4.859","4.859","-0.39%"
"01/09/2023","4.878","4.878","4.878","4.878","-0.77%"
"01/06/2023","4.916","4.916","4.916","4.916","-0.18%"
"01/05/2023","4.925","4.925","4.925","4.925","-0.20%"
"01/04/2023","4.935","4.935","4.935","4.935","0.10%"
"01/03/2023","4.930","4.935","4.935","4.930","0.98%"
"01/02/2023","4.882","4.882","4.882","4.882","-1.01%"
"12/30/2022","4.932","4.932","4.932","4.932","-0.26%"
"12/29/2022","4.945","4.945","4.945","4.945","-0.74%"
"12/28/2022","4.982","4.982","4.982","4.982","-0.02%"
"12/27/2022","4.983","4.983","4.983","4.983","0.00%"
"12/26/2022","4.983","4.973","4.983","4.973","0.08%"
"12/23/2022","4.979","4.989","4.989","4.979","-0.38%"
"12/22/2022","4.998","4.998","4.998","4.998","-0.18%"
"12/21/2022","5.007","5.007","5.007","5.007","0.00%"
"12/20/2022","5.007","5.007","5.007","5.007","-0.28%"
"12/19/2022","5.021","5.021","5.021","5.021","-0.14%"
"12/16/2022","5.028","5.028","5.028","5.028","-0.02%"
"12/15/2022","5.029","5.029","5.029","5.029","-0.10%"
"12/14/2022","5.034","5.034","5.034","5.034","0.00%"
"12/13/2022","5.034","5.034","5.034","5.034","0.00%"
"12/12/2022","5.034","5.034","5.034","5.034","0.00%"
"12/09/2022","5.034","5.034","5.034","5.034","-0.08%"
"12/08/2022","5.038","5.038","5.038","5.038","-0.18%"
"12/07/2022","5.047","5.047","5.047","5.047","-0.02%"
"12/06/2022","5.048","5.048","5.048","5.048","0.00%"
"12/05/2022","5.048","5.048","5.048","5.048","0.00%"
"12/02/2022","5.048","5.048","5.048","5.048","0.00%"
"12/01/2022","5.048","5.048","5.048","5.048","0.00%"
"11/30/2022","5.048","5.048","5.048","5.048","0.00%"
"11/29/2022","5.048","5.048","5.048","5.048","0.08%"
"11/28/2022","5.044","5.044","5.044","5.044","-0.04%"
"11/25/2022","5.046","5.046","5.046","5.046","-0.02%"
"11/24/2022","5.047","5.047","5.047","5.047","0.20%"
"11/23/2022","5.037","5.037","5.037","5.037","0.00%"
"11/22/2022","5.037","5.037","5.037","5.037","0.00%"
"11/21/2022","5.037","5.037","5.037","5.037","-0.02%"
"11/18/2022","5.038","5.038","5.038","5.038","0.00%"
"11/17/2022","5.038","5.038","5.038","5.038","0.00%"
"11/16/2022","5.038","5.038","5.038","5.038","0.00%"
"11/15/2022","5.038","5.038","5.038","5.038","-0.26%"
"11/14/2022","5.051","5.051","5.051","5.051","-0.28%"
"11/11/2022","5.065","5.065","5.065","5.065","0.00%"
"11/10/2022","5.065","5.065","5.065","5.065","-0.08%"
"11/09/2022","5.069","5.069","5.069","5.069","0.00%"
"11/08/2022","5.069","5.069","5.069","5.069","-0.02%"
